Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0757,2026-09-12,September,Saturday,Dubai,Jeddah,International,Airbus A320,256,176,180,97.78,848,149248,94,Moderate,Delayed,Storm,9221,23052.5,2.5,Average flight
PK2026_0758,2026-06-22,June,Monday,Kuala Lumpur,Doha,International,Boeing 737,190,115,160,71.88,249,28635,142,Severe,Delayed,Clear,13296,33240.0,3.8,Excellent service
PK2026_0759,2026-10-02,October,Friday,Kuala Lumpur,Dubai,International,ATR 72,475,63,70,90.0,213,13419,171,Severe,Delayed,Rain,11687,29217.5,3.8,Excellent service
PK2026_0760,2026-04-15,April,Wednesday,Islamabad,Doha,International,ATR 72,163,66,70,94.29,806,53196,228,Severe,Delayed,Clear,17543,43857.5,3.4,Poor service
PK2026_0761,2026-03-03,March,Tuesday,Lahore,Doha,International,ATR 72,226,61,70,87.14,483,29463,25,Minor,Delayed,Rain,6099,15247.5,4.0,Average flight
PK2026_0762,2026-10-03,October,Saturday,Lahore,Dubai,International,Airbus A320,112,162,180,90.0,549,88938,85,Moderate,Delayed,Rain,13486,33715.0,4.4,Average flight
PK2026_0763,2026-07-17,July,Friday,Lahore,Dubai,International,ATR 72,304,60,70,85.71,1317,79020,33,Moderate,Delayed,Storm,15120,37800.0,4.3,Good experience
PK2026_0764,2026-11-04,November,Wednesday,London,Doha,International,Boeing 777,221,250,350,71.43,536,134000,214,Severe,Delayed,Rain,18942,47355.0,4.6,Excellent service
PK2026_0765,2026-11-05,November,Thursday,Lahore,Kuala Lumpur,International,ATR 72,93,61,70,87.14,1251,76311,68,Moderate,Delayed,Storm,10674,26685.0,3.1,Poor service
PK2026_0766,2026-07-12,July,Sunday,Lahore,London,International,Boeing 737,139,128,160,80.0,226,28928,237,Severe,Delayed,Fog,10783,26957.5,3.6,Very smooth journey
PK2026_0767,2026-08-07,August,Friday,Doha,Karachi,International,ATR 72,123,50,70,71.43,914,45700,13,Minor,On Time,Storm,11846,29615.0,3.1,Delayed but comfortable
PK2026_0768,2026-03-31,March,Tuesday,Dubai,London,International,Boeing 737,83,137,160,85.62,424,58088,56,Moderate,Delayed,Clear,6383,15957.5,3.4,Excellent service
PK2026_0769,2026-08-31,August,Monday,Lahore,London,International,Boeing 737,368,88,160,55.0,718,63184,116,Moderate,Delayed,Fog,10946,27365.0,5.0,Very smooth journey
PK2026_0770,2026-01-08,January,Thursday,Lahore,London,International,Airbus A320,111,173,180,96.11,415,71795,60,Moderate,Delayed,Clear,8439,21097.5,2.5,Delayed but comfortable
PK2026_0771,2026-11-05,November,Thursday,Karachi,London,International,Boeing 737,306,97,160,60.62,196,19012,132,Severe,Delayed,Rain,10053,25132.5,4.4,Poor service
PK2026_0772,2026-10-21,October,Wednesday,Karachi,London,International,Airbus A320,275,100,180,55.56,325,32500,235,Severe,Delayed,Fog,4759,11897.5,3.4,Average flight
PK2026_0773,2026-08-05,August,Wednesday,Dubai,London,International,Airbus A320,254,95,180,52.78,1289,122455,66,Moderate,Delayed,Fog,7542,18855.0,3.5,Average flight
PK2026_0774,2026-02-19,February,Thursday,London,Karachi,International,Boeing 737,317,138,160,86.25,1054,145452,82,Moderate,Delayed,Storm,7186,17965.0,3.8,Poor service
PK2026_0775,2026-06-16,June,Tuesday,Karachi,Islamabad,Domestic,Airbus A320,202,155,180,86.11,734,113770,10,Minor,On Time,Storm,18939,47347.5,2.5,Good experience
PK2026_0776,2026-09-22,September,Tuesday,Dubai,Jeddah,International,Boeing 737,103,125,160,78.12,1063,132875,43,Moderate,Delayed,Rain,13474,33685.0,3.9,Delayed but comfortable
PK2026_0777,2026-02-15,February,Sunday,Islamabad,Lahore,Domestic,Boeing 737,70,88,160,55.0,307,27016,157,Severe,Delayed,Storm,6030,15075.0,2.6,Very smooth journey
PK2026_0778,2026-06-10,June,Wednesday,London,Dubai,International,Airbus A320,147,102,180,56.67,630,64260,111,Moderate,Delayed,Fog,10634,26585.0,3.2,Poor service
PK2026_0779,2026-12-10,December,Thursday,Dubai,Kuala Lumpur,International,Airbus A320,188,136,180,75.56,477,64872,9,Minor,On Time,Storm,18236,45590.0,2.6,Good experience
PK2026_0780,2026-08-30,August,Sunday,Kuala Lumpur,London,International,ATR 72,143,44,70,62.86,369,16236,191,Severe,Delayed,Rain,8188,20470.0,4.5,Excellent service
PK2026_0781,2026-10-31,October,Saturday,Islamabad,Jeddah,International,Boeing 737,353,152,160,95.0,738,112176,156,Severe,Delayed,Storm,4522,11305.0,2.9,Average flight
PK2026_0782,2026-05-07,May,Thursday,Jeddah,Kuala Lumpur,International,Boeing 777,135,277,350,79.14,869,240713,88,Moderate,Delayed,Rain,5131,12827.5,4.5,Excellent service
PK2026_0783,2026-08-15,August,Saturday,Islamabad,Dubai,International,Airbus A320,254,148,180,82.22,1464,216672,87,Moderate,Delayed,Storm,14840,37100.0,3.5,Delayed but comfortable
PK2026_0784,2026-02-08,February,Sunday,Dubai,Doha,International,Boeing 737,384,91,160,56.88,328,29848,167,Severe,Delayed,Fog,12924,32310.0,4.7,Delayed but comfortable
PK2026_0785,2026-05-10,May,Sunday,Doha,Karachi,International,Airbus A320,399,130,180,72.22,827,107510,65,Moderate,Delayed,Rain,19750,49375.0,3.1,Average flight
PK2026_0786,2026-01-29,January,Thursday,Doha,Islamabad,International,Airbus A320,387,175,180,97.22,458,80150,171,Severe,Delayed,Rain,16451,41127.5,2.6,Good experience
PK2026_0787,2026-03-19,March,Thursday,Jeddah,London,International,Boeing 737,74,144,160,90.0,755,108720,78,Moderate,Delayed,Storm,16882,42205.0,3.0,Very smooth journey
PK2026_0788,2026-02-10,February,Tuesday,Lahore,Kuala Lumpur,International,Boeing 737,170,155,160,96.88,612,94860,159,Severe,Delayed,Clear,4345,10862.5,4.1,Excellent service
PK2026_0789,2026-09-21,September,Monday,Lahore,Dubai,International,Boeing 777,263,310,350,88.57,736,228160,123,Severe,Delayed,Clear,8358,20895.0,4.2,Average flight
PK2026_0790,2026-05-13,May,Wednesday,Karachi,Jeddah,International,Boeing 777,330,308,350,88.0,726,223608,122,Severe,Delayed,Fog,6294,15735.0,4.8,Excellent service
PK2026_0791,2026-06-15,June,Monday,Doha,Kuala Lumpur,International,Airbus A320,229,141,180,78.33,1336,188376,69,Moderate,Delayed,Clear,10696,26740.0,4.5,Very smooth journey
PK2026_0792,2026-10-31,October,Saturday,Kuala Lumpur,London,International,Airbus A320,461,116,180,64.44,427,49532,21,Minor,Delayed,Fog,9908,24770.0,3.7,Excellent service
PK2026_0793,2026-07-12,July,Sunday,Islamabad,London,International,ATR 72,459,62,70,88.57,249,15438,18,Minor,Delayed,Rain,14820,37050.0,2.8,Good experience
PK2026_0794,2026-12-02,December,Wednesday,Karachi,Jeddah,International,Boeing 737,241,139,160,86.88,646,89794,112,Moderate,Delayed,Fog,4387,10967.5,4.7,Good experience
PK2026_0795,2026-07-02,July,Thursday,Lahore,Doha,International,ATR 72,374,58,70,82.86,960,55680,118,Moderate,Delayed,Fog,15573,38932.5,3.8,Poor service
PK2026_0796,2026-08-03,August,Monday,Lahore,Karachi,Domestic,ATR 72,425,53,70,75.71,1111,58883,61,Moderate,Delayed,Rain,8199,20497.5,4.9,Delayed but comfortable
PK2026_0797,2026-05-19,May,Tuesday,Dubai,Karachi,International,ATR 72,141,42,70,60.0,1002,42084,151,Severe,Delayed,Fog,5434,13585.0,4.3,Average flight
PK2026_0798,2026-01-02,January,Friday,Islamabad,Lahore,Domestic,ATR 72,456,56,70,80.0,262,14672,27,Minor,Delayed,Clear,8563,21407.5,4.6,Delayed but comfortable
PK2026_0799,2026-09-10,September,Thursday,Kuala Lumpur,Jeddah,International,ATR 72,108,66,70,94.29,1322,87252,211,Severe,Delayed,Clear,5170,12925.0,3.1,Delayed but comfortable
PK2026_0800,2026-08-17,August,Monday,Karachi,Doha,International,Airbus A320,194,138,180,76.67,1269,175122,37,Moderate,Delayed,Rain,19205,48012.5,3.2,Excellent service
